"Auth Object","Auth Object Description"
"S_FLBOOK","Authorization Object for Flight Bookings (Demo)"
"S_FOBU_MTH","Formula Builder Methods"
"S_FP_CHK","Form Processing: Authorization for Form Update"
"S_FP_ICF","Form Processing: Authorization for ICF Service"
"S_FRA_AREA","Framework Registry: Area"
"S_FRA_CLRO","Framework Registry: Class Role"
"S_FRA_CORO","Framework Registry: Component Role"
"S_FRA_SP","Framework Registry: Service Provider"
"S_FRA_SPS","Framework Registry: Element Type"
"S_FRA_SPTY","Framework Registry: SP Type"
"S_GUI","Authorization for GUI activities"
"S_HIERARCH","Hierarchy maintenance authorization check"
"S_IBU","Maintenance of Industries in the SQABRANCH Entity Table"
"S_ICF","Authorization Check for ICF Access"
"S_ICFREC","Recorder Activity for Internet Communication Framework"
"S_ICF_ADM","Administration for Internet Communication Framework"
"S_IDOCADM","WFEDI: S_IDOCADM - Debugging Functions"
"S_IDOCCTRL","WFEDI: S_IDOCCTRL - General Access to IDoc Functions"
"S_IDOCDEFT","WFEDI: S_IDOCDEFT - Access to IDoc Development"
"S_IDOCMETA","IDoc Metadata: Load and Display IDoc Metadata in XI"
"S_IDOCMONI","WFEDI: S_IDOCMONI - Access to IDoc Monitoring"
"S_IDOCPART","WFEDI: S_IDOCPART - Access to Partner Profile (IDoc)"
"S_IDOCPORT","WFEDI: S_IDOCPORT - Access to Port Description (IDoc)"
"S_IDOCREPA","WFEDI: S_IDOCREPA - Access Repair Programs"
"S_IMG_ACTV","IMG: Authorization to perform functions in IMG"
"S_IMG_GENE","IMG: Authorization to Generate the Enterprise IMG"
"S_IWB","Knowledge Warehouse"
"S_IWB_ADM","Knowledge Warehouse: Administration"
"S_IWB_ATT","Authorizations for Attribute Values"
"S_IWB_ATTR","Authorizations for Attribute Values"
"S_J2EEROLE","J2EE Security Roles from VMC Servlets"
"S_KWF","KW Framework: Authorization Check"
"S_KW_MODEL","Administration of KW Document Models"
"S_LANG_ADM","Language Administration"
"S_LAS_ADM","System Measurement Authorization"
"S_LCRDB","Maintenance Authorization for LCR Database"
"S_LDAP","Authorization to Access LDAP Directory"
"S_LDAPMAP","Authorization to Maintain Directory Mapping"
"S_LOG_COM","Authorization to Execute Logical Operating System Commands"
"S_ME_SYNC","Mobile Engine: Synchronization of Offline Applications"
"S_MILCLADM","Administrator Authorization for Local Admin (Client)"
"S_MI_ADMCO","MI: Authorization for RFC connection"
"S_MI_ALERT","Alert Management"
"S_MI_CCMS","General Administrator Authorization"
"S_MI_MGMT","Authorization Group of Device Configuration"
"S_MWB_FCOD","BC-BMT-OM: Allowed Function Codes for Manager's Desktop"
"S_NUMBER","Number Range Maintenance"
"S_OC_DOC","SAPoffice: Authorization for an Activity with Documents"
"S_OC_FOLCR","SAPoffice: Authorization to Create Shared Folders"
"S_OC_ROLE","SAPoffice: Office User Attribute"
"S_OC_SEND","Authorization Object for Sending"
"S_OC_SOSG","Authorization Object for Send Request Overview"
"S_OC_TCD","SAPoffice: Transaction Code Authorizations"
"S_OLE_CALL","OLE calls from ABAP programs"
"S_OSS1_CTL","Authorization for OSS logon"
"S_OTR_ACTV","OTR Activities"
"S_OTR_LANG","Authorization to Change Objects: Language-Dependent"
"S_PACKSTRU","Internal SAP Use: Package Structure"
"S_PATH","File system access via ABAP/4"
"S_PPF_ADM","Starting Processing Report, Administration Reports"
"S_PPF_CONF","Define Conditions for Actions"
"S_PPF_CUST","Edit Action Profile and Define Actions"
"S_PROGRAM","ABAP: Program Flow Checks"
"S_PROJECT","Project Management: Project authorization"
"S_PROJECTS","Project Management: Extended authorization"
"S_PROJ_AUT","DevWorkbook: Project authorization"
"S_PROJ_GEN","Project Management: General Project Function Authorization"
"S_PRO_AUTH","IMG: New authorizations for projects"
"S_PTCH_ADM","Administrating Component-Specific Patches (Configuration)"
"S_QIO_MONI","Queue Management Authorizations"
"S_QUERY","SAP Query Authorization"
"S_REC_DYNP","Recording of Web Dynpro Applications"
"S_RFC","Authorization Check for RFC Access"
"S_RFCACL","Authorization Check for RFC User (e.g. Trusted System)"
"S_RFC_ADM","Administration for RFC Destination"
"S_RFC_SHLP","Authorization to Use a Search Help via RFC"
"S_RO_BCTRA","Remote Content Activation of SAPI DataSources from a BW"
"S_RSEC","Infrastructure of the Analysis Authorizations"
"S_RS_ADMWB","Data Warehousing Workbench - Objects"
"S_RS_ALVL","Planning: Aggregation Level"
"S_RS_AUTH","BI Analysis Authorizations in Role"
"S_RS_BCS","BEx Broadcasting Authorization to Schedule"
"S_RS_BEXTX","Business Explorer - BEx Texts ( Maintenance )"
"S_RS_BITM","Business Explorer - BEx Reusable web items (NW 7.0+)"
"S_RS_BTMP","Business Explorer - BEx Web Templates (NW 7.0+)"
"S_RS_COMP","Business Explorer - Components"
"S_RS_COMP1","Business Explorer - Components: Enhancements to the Owner"
"S_RS_CTT","Data Warehousing Workbench - Currency Translation Type"
"S_RS_DAS","Business Explorer - Data Access Services"
"S_RS_DMOD","Data Warehousing Workbench - Data Model (not used yet)"
"S_RS_DS","Data Warehousing Workbench - DataSource (Release > BW 3.x)"
"S_RS_DTP","Data Warehousing Workbench - Data Transfer Process"
"S_RS_EREL","Business Explorer - Enteprise Report Reusable Elements"
"S_RS_ERPT","Business Explorer - Enterprise Reports"
"S_RS_FOLD","Business Explorer - Folder View On/Off"
"S_RS_GVAR","Business Explorer - Global variables"
"S_RS_HIER","Data Warehousing Workbench - Hierarchy"
"S_RS_ICASS","InfoCatalog - User Assignment"
"S_RS_ICUBE","Data Warehousing Workbench - InfoCube"
"S_RS_INFO","InfoCatalog"
"S_RS_IOBC","Data Warehousing Workbench - InfoObject Catalog"
"S_RS_IOBJ","Data Warehousing Workbench - InfoObject"
"S_RS_IOMAD","Data Warehousing Workbench  - Maintain Master Data"
"S_RS_ISET","Data Warehousing Workbench - InfoSet"
"S_RS_ISNEW","Data Warehousing Workbench - InfoSource (Release > BW 3.x)"
"S_RS_ISOUR","Data Warehousing Workbench - InfoSource (Flexible Update)"
"S_RS_ISRCM","Data Warehousing Workbench - InfoSource (Direct Update)"
"S_RS_LOPD0","LOPD: Customizing Authorizations"
"S_RS_MPRO","Data Warehousing Workbench - MultiProvider"
"S_RS_ODS","Not Used"
"S_RS_ODSO","Data Warehousing Workbench - DataStore Object"
"S_RS_OHDST","Data Warehousing Workbench - Open Hub Destination"
"S_RS_PARAM","Business Explorer - Variants in Variable Screen"
"S_RS_PC","Data Warehousing Workbench - Process Chains"
"S_RS_PLENQ","Lock Settings"
"S_RS_PLSE","Planning Function"
"S_RS_PLSQ","Planning Sequence"
"S_RS_PLST","Planning Service Type"
"S_RS_PPM","Authorization Object for BI Planning Process Management"
"S_RS_PPMAD","OBSOLETE - DO NOT USE!"
"S_RS_RSFC","Authorization Check for RSFC"
"S_RS_RSTT","Authorization Object for RS Trace Tool"
"S_RS_THJT","Data Warehousing Workbench - Key Date Derivation Type"
"S_RS_TOOLS","Business Explorer - Individual Tools"
"S_RS_TR","Data Warehousing Workbench - Transformation"
"S_RS_UOM","Data Warehousing Workbench - Quantity Conversion Type"
"S_RS_WKBK","Business Explorer - Workbook"
"S_RZL_ADM","CCMS: System Administration"
"S_SAA_ADMI","System Administration Assistant: Execution"
"S_SAA_ROLE","System Administration Assistant: Application View"
"S_SCD0","Change documents"
"S_SCMG_CAS","Case Management: Case"
"S_SCMG_FLN","Case Management: Authorization by Field"
"S_SCMG_STA","Case Management: Status"
"S_SCMG_TXT","Case Management: Text Notes"
"S_SCR","Authorization for SAP GUI Scripting"
"S_SCRP_ACT","SAPscript: Activities"
"S_SCRP_FRM","SAPscript: Layout set"
"S_SCRP_GRA","SAPscript: Graphic"
"S_SCRP_GRB","SAPscript: Graphics (BDS buffer)"
"S_SCRP_STY","SAPscript: Style"
"S_SCRP_TXT","SAPscript: Standard text"
"S_SDCC","Data Interface for the Service Assistant"
"S_SDCC_ADD","Berechtigung für /bdl/sdcc im AddOn-Namensraum"
"S_SERVICE","Check at Start of External Services"
"S_SER_ONBE","Start Services in Substitution"
"S_SHLPEXT","Use Search Help for RFC"
"S_SHM_ADM","ABAP Shared Objects: Management"
"S_SHM_MON","Shared Objects: Monitor"
"S_SKOM_SRV","SAPcomm: Server Authorization"
"S_SPI_AUTH","PMI: Authorization for Technical Process Monitoring"
"S_SPO_ACT","Spool: Actions"
"S_SPO_DEV","Spool: Device authorizations"
"S_SPO_PAGE","Spool: Restriction on Maximum Number of Pages"
"S_SRMDISP1","Records Management: Circular"
"S_SRMGS_CT","Records Management: Authorizations for Document Content"
"S_SRMGS_DC","Records Management: Authorization for Documents"
"S_SRMGS_PR","Records Management: Authorizations for Attributes"
"S_SRMGS_VV","Records Management: Authorizations for Versions and Variants"
"S_SRMKCMNT","SRM - Keyword Catalog"
"S_SRMPATH1","SRM - Process Route"
"S_SRMRECST","Records Management: Record: Authorizations for Record Strctr"
"S_SRMSY_CL","SAP Records Management : General Authorization Object"
"S_SRM_ARCH","SAP Records Management: Authorizations for Archiving"
"S_SRM_STAT","SRM Status Management: General Authorization Object"
"S_SRM_ST_N","SRM: Authorization Object for Status Network"
"S_SRM_ST_P","SRM Status Management: Auth. Object for Status Profile"
"S_SRT_ADM","Administration/Configuration of SOAP Runtime"
"S_SRT_CA","Central Administration of SOAP Runtime"
"S_SRT_LPR","Authorization Object for Logical Port Maintenance"
"S_SRT_PTRC","Authorization for Access to Payload Data in Traces"
"S_SRT_SEQ","SOAP Sequence Authorizations"
"S_SRT_TW","Watcher Service Authorizations"
"S_SWC","Authorization for Changing Software Components"
"S_SWF_GMP","Workflow Administrator Good Morning Page"
"S_SWF_SLS","Deadline Service: Authorizations for Deadlines"
"S_SWITCH","Switch Settings in Switch Framework"
"S_SYS_RWBO","System-Specific Authorization Object for WBO Proxy Functions"
"S_TABU_CLI","Cross-Client Table Maintenance"
"S_TABU_DIS","Table Maintenance (via standard tools such as SM30)"
"S_TABU_LIN","Authorization for Organizational Unit"
"S_TABU_RFC","Client Comparison and Copy: Data Export with RFC"
"S_TCODE","Transaction Code Check at Transaction Start"
"S_TERM_AUL","Authorization for SAPterm for Individual Languages"
"S_TERM_AUT","Maintenance of Glossary and Terminology Objects"
"S_TMS_ACT","TemSe: Actions on TemSe objects"
"S_TOOLS_EX","Tools Performance Monitor"
"S_TPMO","Translation Performance Monitor authorization object"
"S_TRANSLAT","Translation environment authorization object"
"S_TRANSPRT","Transport Organizer"
"S_TREX_ADM","Administration of TREX"
"S_TSKH_ADM","Authorization Check for SM04, SM50"
"S_TSKH_VB","Authorization for Update Administration"
"S_TSTRID","Time Streams"
"S_TWB","Test Workbench structure maintenance"
"S_TZONE","Time zones"
"S_UDDI_REG","Register in UDDI Registries"
"S_UMG","Authorization for the Unicode Conversion Tools"
"S_USERCERT","Certificate Logon: Certificate Request and Assignment"
"S_USER_ADM","Administration Functions for User/Authorization Administratn"
"S_USER_AGR","Authorizations: Role Check"
"S_USER_AUT","User Master Maintenance: Authorizations"
"S_USER_GRP","User Master Maintenance: User Groups"
"S_USER_OBJ","Globally Deactivate Authorization Objects in a Client"
"S_USER_PRO","User Master Maintenance: Authorization Profile"
"S_USER_SAS","User Master Maintenance: System-Specific Assignments"
"S_USER_SYS","User Master Maintenance: System for Central User Maintenance"
"S_USER_TCD","Authorizations: Transactions in Roles"
"S_USER_VAL","Authorizations: Field Values in Roles"
"S_UWL_SERV","UWL: power user for uwl service"
"S_VMCADMIN","Authorizations for VMC Administrators"
"S_VMC_TRAN","Transport of Java Development Objects"
"S_WDR_P13N","Administration Personalization in WD4A Components"
"S_WFAR_KPR","SAP ArchiveLink: Authorization Object for Document Search"
"S_WFAR_LOG","Authorizations for ArchiveLink Logging"
"S_WFAR_LOP","Authorization in Logging Print Lists in ArchiveLink"
"S_WFAR_OBJ","ArchiveLink: Authorizations for access to documents"
"S_WFAR_PRI","SAP ArchiveLink: Authorization to Access Print Lists"
"S_WFAR_RED","ArchiveLink: Authorization for Redlining"
"S_WFMODCMP","Workflow Modeler component: activity/content access right"
"S_WFMODOBJ","Workflow Modeler : Access right to UI areas (tab...)"
"S_WFMODTMP","Workflow Modeler template: activity/content access right"
"S_WFMODWKF","Workflow Modeler: activities for user workflow"
"S_WF_GPENG","Workflow Guided Procedure Engine Access"
"S_WF_LVIEW","Workflow: Handling of Integrated Inbox View"
"S_WF_PRCTP","Workflow: Authorizations for Process Types"
"S_WF_SUBST","Workflow: Substitute Rule"
"S_WF_WI","Workflow: Work Item Handling"
"S_WORKFLOW","Workflow: Authorizations for Processes"
"S_WSSP_ADM","Administer Web Services Security Profile"
"S_WS_LGTRC","Authorization Object for Web Service Tracing&Logging"
"S_X500_CON","Authorization for X500 directory access"
"S_XMB_ACT","Obsolete as of XI 2.0. Use S_XMB_AUTH"
"S_XMB_ADM","Integration Engine: Administrator"
"S_XMB_AUTH","Integration Engine: Activities for Individual Areas"
"S_XMB_DSP","Obsolete: Do not use. Use S_XMB_MONI instead"
"S_XMB_MONI","Authorization Object for XI Message Monitoring"
"S_XMI_LOG","Internal Access Authorization for XMI Log"
"S_XMI_PROD","Authorization for External Management Interfaces (XMI)"
"TEM_ANALYZ","ExpMgt: Analysis Process: Plng Profile, Version and Analysis"
"TEM_EXPOS","Exposure Management: Raw Exposure Maintenance"
"TFW_MINITP","Authorization Object for Mini-Templates"
"TTE_CUS_EX","Maintain Tax Rates, Exemptions, Deductibility"
"TTE_CUS_RA","Tax rate maintenance"
"T_BP_DEAL","FS Business Partner: Standing Instructions"
"T_BP_USED","Business Partner: Authorization for Where-Used List"
"T_BP_USEDT","Business Partner: Where-Used List Authorization (Decoupling)"
"T_CML_ARCH","CML: Authorization in Loans Archiving Area"
"T_DEAL_AG","Authorization for an Authorization Group"
"T_DEAL_DP","Authorization for Securities Account"
"T_DEAL_PD","Authorization for Product/Transaction Types"
"T_DEAL_PF","Portfolio Authorization"
"T_DEPOT","Securities Account Position"
"T_FGDT_ART","Generic Transaction: Authorization Types"
"T_FTILDB01","Obsolete"
"T_FTI_LDB","CFM Position Management Reporting Using Logical Databases"
"T_HM_BUK","Hedge Management in Company Code"
"T_KAPM_1","Corporate Actions I"
"T_KAPM_2","Corporate actions II"
"T_POS_ASS","Assign Attributes to Positions"
"T_RDB_CVKF","Results Database: Characteristic Value and Key Figure"
"T_RDB_RDEL","Results Database: Delete Single Records"
"T_RIGHTS","Authorization to Exercise Options"
"T_RMCHAR_V","Characteristic Values in Risk Management Reports"
"T_RMOB_AUG","Application Objects for CFM/Banking Analysis"
"T_STAM_GAT","Master Data: Class Category"
"T_TRADER","Treasury: Trader Authorization"
"UII_CHANGE","Authoriz. to change UII or create UII with R_IUID_GENERATION"
"UR_REALIGN","Realignments"
"V_AKKP_ART","Financial documents: Auth. f. fin.doc.cat. and fin.doc.type"
"V_AUTO_VLC","ISAUTO_VLC: Vehicle Management System"
"V_DP","Authorization Object for Dealer Portal"
"V_ECCN","Foreign percentages in bills of material"
"V_EMBK_GEG","Licenses: Authorization for Legal Regulations"
"V_FSLS_SLC","Legal control: Authorization for Sanct. Party List"
"V_GB_CLTYP","Clause Type"
"V_GB_CRTYP","Global: Claim Request Authorizations"
"V_GB_CRWOP","Claim Web Override Authorization Group"
"V_GB_MSCUS","Membership List Submission for Trade Organization (Customer)"
"V_GB_MSVND","Membership List Submission for Trade Organization (Vendor)"
"V_GB_NOTES","Notes based on Business Object and Note Type"
"V_GB_PAGRP","Pricing Record: Policy Authorization"
"V_GB_PBTYP","Price Book Type"
"V_GB_PLCUS","Product List Type (Customer as Primary Partner)"
"V_GB_PLVND","Product List Type (Vendor as Primary Partner)"
"V_GB_PPTYP","Price Proposal Type"
"V_GB_PRCTY","Price Type"
"V_GB_RCTYP","Global: Revenue/Cost Adjustment Type Authorizations"
"V_GB_TPTYP","Template Type"
"V_IP_ABPAG","Agreement Block Profile Authorization Group"
"V_IP_ACDOC","IP: Accounting Document Authorizations based on CCode/IPType"
"V_IP_AGRAG","IP: Authorization Group for IP Agreements"
"V_IP_APRCD","IP: Approval Code for Composite Calculations"
"V_IP_AUGRP","IP: Authorization Group for Composite Calculations"
"V_IP_AUTDM","Automated Data Maintenance by Function and Action"
"V_IP_BLLBK","IP: Billback Authorizations based on Sales Org/DC/IP Type"
"V_IP_BUREG","Business Register Authorization based on Sales Org/DC/IPType"
"V_IP_CALID","IP Calendar"
"V_IP_CHGBK","IP: Chargeback Authorizations based on Sales Org/DC/IP Type"
"V_IP_COMIP","IP: Composite IP Authorizations based on Dep Code/Version"
"V_IP_CPARM","Customer Parameters for IP Processing"
"V_IP_CUREB","IP: Customer Rebate Authorizations based on SOrg/DC/IP Type"
"V_IP_DCVAG","Deployment Code View Authorization Group"
"V_IP_EPARM","Employee Parameters for IP Processing"
"V_IP_PAGMT","IP: Purchasing Agreements Release and Delete"
"V_IP_PAGRQ","IP: Purchasing Agreement Request"
"V_IP_PCTYP","IP: Partner Communication Authorizations based on PComm Type"
"V_IP_PUREB","IP: Purchasing Rebate Authorizations based on POrg/IP Type"
"V_IP_SAGMT","IP: Sales Agreements Release and Delete"
"V_IP_SAGRQ","IP: Sales Agreement Request"
"V_IP_SINCT","IP: Sales Incentive Authorizations based on SOrg/DC/IP Type"
"V_IP_VPARM","Vendor Parameters for IP Processing"
"V_KNA1_BRG","Customer: Account Authorization for Sales Areas"
"V_KNA1_VKO","Customer: Authorization for Sales Organizations"
"V_KNKK_FRE","Customer Credit Limit: Edit SD Documents"
"V_KONA_VKO","Agreement: Authorization for Sales Area/Agreement Type"
"V_KOND_MGP","Conditions: Bonus Buys: Authorization for Material Grouping"
"V_KOND_VEA","Maintain Condition: Auth. for Use/Appl./Cond.Type/Table"
"V_KONG_VWE","Generate Condition: Usage/Application Authorization"
"V_KONH_EKO","Purchasing Organization in Master Condition"
"V_KONH_VKO","Condition: Authorization for Sales Organizations"
"V_KONH_VKS","Condition: Authorization for Condition Types"
"V_LECI_CKP","Checkpoint: Authorization for Checkpoint"
"V_LIKP_VST","Delivery: Authorization for Shipping Points"
"V_PRIC_OUT","PRICAT: Creation and Maintenance of Price Catalog"
"V_PRI_SBC","PRICAT: Maintenance of SBC Parameters"
"V_SMPA_ACT","IS-SW: Authorization for variant maintenance"
"V_SMPA_FUN","IS-SW: Authorization for processing order due list"
"V_SMPA_TCD","IS-SW: Authorization for using transaction code"
"V_SMPA_VAR","IS-SW: Authorization for executing variants"
"V_SO_TCODE","Vehicle Space Optimiztion: Check Transaction Code at Start"
"V_VBAK_AAT","Sales Document: Authorization for Sales Document Types"
"V_VBAK_VKO","Sales Document: Authorization for Sales Areas"
"V_VBKA_VKO","Sales Activities: Authoriz.for org.data and sales activ.type"
"V_VBRK_FKA","Billing: Authorization for Billing Types"
"V_VBRK_VKO","Billing: Authorization for Sales Organizations"
"V_VBRR_BUK","Revenue Recognition: Authorization for Company Codes"
"V_VBSK_GRA","Deliveries: Authorization for Delivery Group Type"
"V_VBSK_STO","Billing: Authorization for Cancellation Collective Runs"
"V_VBUK_FRE","Credit Doc. Value Class: Processing of SD Documents"
"V_VFKK_FKA","Shipment Cost Processing: Auth. for shipment cost type"
"V_VTTK_SHT","Shipment Processing: Authorization for Shipment Type"
"V_VTTK_TDL","Shipment Processing: Authorization for Forwarding Agents"
"V_VTTK_TDS","Shipment Processing: Auth. for Transport. Planning Points"
"V_VTTK_TSA","Transportation Proc.: Authorization for Shipment Type Status"
"WER_ACT","Activity authorization for package WER"
"WLM","Assignment of Articles to Layout Modules"
"WLMLOCLIST","Creation of Assortments per Layout Module and Store"
"WLMVREL","Release of Layout Module Version"
"WLMVV","Layout Module Version Variants Maintenance"
"WLWBENT","Enter Layout Workbench"
"WPLGACT","Call External Space Management"
"WRF_CDT_H","Material Hierarchy: Horizontal Hierarchy Maintenance"
"WRF_CDT_V","Material Hierarchy: Vertical Hierarchy and Attribute Maint."
"WRF_FOLUP","Authorization: Follow-Up/Replacement Material Relationships"
"WRF_GH_AUT","Generic Hierarchy: Authorization Check"
"WRF_OTBSPR","Authorization Check OTB Special Release"
"WRF_PPWADM","Price Planning"
"WTYSC_WWB","Warranty Workbench Transaction"
"W_APPT","IS-R Authorization for Appointments"
"W_ASORT","Authorization for Assortment Maintenance"
"W_ASORT_ST","Authorization for Assigning Assortments to Plants"
"W_AUFT_BAA","IS-R Authorization Document Type Allocation Table"
"W_AUFT_BAR","IS-R Authorization Document Type Allocation Rule"
"W_AUFT_RMB","IS-R Authorization for Alloc Tbls: Display/Reply per Plant"
"W_BETR_USR","Authorization Check Users/Sites"
"W_BUDG_TY","Budget Type"
"W_CM_CDT","ISR Authorization for Article Hiearchy Maintenance"
"W_CM_CDT1","CDT Maintenance"
"W_CM_CDT2","ISR Authorization for Article Hiearchy Maintenance"
"W_COCO","Authorizations for Condition Contract"
"W_FRM","ISR Authorization for Merchandise Distribution"
"W_GROUPTYP","Autorization to manage site grouping"
"W_LISTVERF","IS-R Authorization to Use Listing Procedure"
"W_LIST_EAC","Acceptance Authorization For Listing Errors"
"W_MARKDOWN","IS-R Markdown Planning Authorization:MTYP, MATCL, SOrg, DChl"
"W_ONLSTORE","Authorization for Starting Online Store"
"W_PCAT_LAY","Authorization: Product Catalog - Layout Area"
"W_PCAT_MTN","Authorization: Product Catalog - Maintenance"
"W_PRICATIN","Retail Authorization: Create and Maintain PRICAT per PurGrp"
"W_REF_SITE","Authorization to clean MMSITEREF Table"
"W_RFAPC_GN","Authorisation for Operational APC: General"
"W_RFAPC_RL","Authorisation for Operational APC: Release"
"W_RF_MPA","Authorization Object for Markdown Profile Assignment"
"W_RF_WLAY","Authorization Object Layout"
"W_SRS_POS","Authorizations for Physical Inventory in Open Store"
"W_SRS_VKPF","Retail Store - Authorization for Ruling Price Maintenance"
"W_STRU_CHG","IS-R Authorization: Allow changes to Structured Materials"
"W_STWB_WRK","SAP Retail Store: Store"
"W_TRAN_CCR","IS-R Authorization: SAP Transaction"
"W_VKPR_PLT","IS-R Authorization: SP Calculation: Distr. Chain/Price List"
"W_VKPR_VKO","IS-R Auth. Sales Price Calculations, Distribution Chain"
"W_VKPR_VTL","IS-R Authorization: Sales Price Calculations: Distr. Chain"
"W_VKPR_WRK","IS-R Authorization: SP Calculation: Distr. Chain/Plant"
"W_WAKH_EKO","IS-R Auth. promotion: Purchasing Organization / Purch. Group"
"W_WAKH_MAT","IS-R Authorization Promotion: Material Number"
"W_WAKH_THE","IS-R Auth. Promotion: Theme"
"W_WAKH_VKO","IS-R Auth. Promotion: Sales Organization / Distrib. Channel"
"W_WBEF_WRK","ISR Authorization for Reval. at Rtl: Distr. Chain/ Plant"
"W_WBGT_FIX","GTM: Setup of Enhancement Table WBGT"
"W_WBHK_ORG","Trading Contract: Authorization for Organizational Data"
"W_WBHK_TCT","Trading Contract: Authorization for Trading Contract Type"
"W_WBRC_CR","WWS Trading: Authorization for Complaints Reason"
"W_WBRK_FKA","ISR Trading: authorization for vendor billing document type"
"W_WBRK_ORG","ISR Trading: Authorization for organizational data"
"W_WIND_TYP","Automatic Doc. Adjustment (Retail): Authoriz. for Doc. Cat."
"W_WTAD_AM","IS-R Authorization for Additionals Monitor"
"W_WTAD_ASL","IS-R Authorization Additionals: Vendor/Purchase Order List"
"W_WTAD_IR","Request Additionals-IDoc via BAPI Call Function"
"W_WTAD_ISU","IS-R Authorization: Status Update for Additionals IDoc"
"W_WTEW","Authorizations for Trading Execution Workbench"
"W_WTRA_LOG","Runtime Measurement - Authorization to Delete Data Records"
"W_WXP_DESI","MAP: Design Planning Scenario"
"W_WXP_HIER","Merchandise and Assortment Planning: Planning Hierarchy"
"W_WXP_INT","Merchandise & Assortment Planning: Planning Interfaces"
"W_WXP_LAY","MAP: Planning Layouts and Variants"
"W_WXP_PLAN","MAP: Planning Scenario Planning"
"X_COBLMOD","Coding Block: Add New Field"
"Y/RSC/CE02","RSC - Rev-Trac: Field level"
"Y/RSC/CE03","RSC - Rev-Trac: User privileges"
"Y/RSC/CE04","RSC - Rev-Trac: Tools / Utilities"
"Y/RSC/CE05","RSC - Rev-Trac: Configuration"
"Y/RSC/CE06","RSC - Rev-Trac: Delegation"
"Y/RSC/RM01","RSC - Rev-Trac: Migration Workbench target groups"
"Y/XREPS/01","xReports: xReport Groups"
"Y/XREPS/02","xReports: tables used by xReports OpenSQL"
"YREV_CT01","RSC - Check Rev-Trac administrator authorisation"
"YREV_RM01","RSC - Check Rev-Mig authorisation"
"YREV_RT01","RSC - Check Rev-Trac transport dialog (positive)"
"YREV_RT02","RSC - Check Rev-Trac Field level authorisation"
"YREV_RT03","RSC - Check Rev-Trac General authorisation"
"YREV_RT04","RSC - Rev-Trac tools Authorisation"
"YREV_RT05","RSC - Check Rev-Trac configuration Authorisation"
"YREV_RT06","RSC - Check Rev-Trac Delegation Authority"
"YREV_SC01","RSC - Check SoftCode Authorisation"
"Z:COCI_CHG","Checkout/Check-In Load Changes"
"Z:RCPMIX","Recipe Management Mixing Instructions"
"Z:RCPSC","Recipe Management Scheduler Authority"
"Z:WMSMGR","WMS Truck Manager"
"ZCOCI","AUTHORIZATION OBJECT FOR LOAD OVERVIEW"
"ZDOSL_MENU","DOSL Main Menu authorization"
"ZDOSL_ROLE","DOSL Roles"
"ZEDI","Table Maintenance Gen"
"ZFSV_SO_DC","Check Sales Org and Distribution Channel"
"ZHRTV","Custom Auth object for Travel Management"
"ZJND","joetest"
"ZJOEOBJECT","joetest object"
"ZLLR_WRK","Plant level authorization for Production Line Transaction"
"ZLOT_SC_PL","Auth.for activating alternative full pallet configuration"
"ZL_TCODE","Autrhorization object for VT02N"
"ZPCR","ZPCARDS Authorization Object"
"ZREASONCOD","Authorization Object for Reason Code"
"ZRKTEST","test"
"ZSPLUSRGP","Spool User Groups"
"ZTEST","test"
"ZVEND_FORM","FS00494 - New Vendor Request ; Authorisation object"
"ZWERKS","Authorization Object for Plant for Program RMMDDIBE"
"Z_AFPSI","AFPS Invoice Posting Authorization Object"
"Z_AFPSR","AFPS Rate Maintenance Authorization Object"
"Z_APPR_LES","Restrict the Executive Summary for RFAs"
"Z_APPR_LSD","Restrict access to Supporting Docs for RFAs"
"Z_AS_LS_SI","Simulation for Lump sum spreading and Accrual Smoothing"
"Z_DEL_SO","Auth for ability to delete Sales Order or SO Lines"
"Z_DIST_KBI","Z Distribution KBI Planned"
"Z_DRP","DRP authorization object"
"Z_EBYDOSCN","Authorization object for Country"
"Z_EBYDOSCP","Auth object for Ebydos"
"Z_FITV_EXS","Travel Management - Exclude Org structure check"
"Z_FORECAST","Forecasting authorization objects"
"Z_FTAX_1","Authorization object for tax table loading"
"Z_FTAX_EXE","authorization object for tax tables"
"Z_FVMK_DIV","Z CO-PC: Release/marking - Product costing by Division"
"Z_GCGCGCGC","Gold Client Security"
"Z_INTCON","Interface Control Functions"
"Z_IPCRSR","Rebates: Settlement Request Authorization"
"Z_IP_MASSC","CCE: Agreement Mass Maintenance Authorization Check"
"Z_IP_VKBUR","CCE: Business unit authorization check"
"Z_KEKO_DIV","Z CO-PC: Product costing by Division"
"Z_KONH_KLS","Condition: Authorization pricing procedure and level number"
"Z_K_VRGNG","CO: Transactions, Actual Postings and Plan/act. Allocations"
"Z_MATYIELD","Authorization for Program ZMAT_YIELD"
"Z_PLANT","SD Balancing report - authority check for field plant"
"Z_PLAN_DP","Planning"
"Z_RS_ABAP","Authorzation for BW related ABAP programs"
"Z_SCBUDGET","SC Budget Authorization Object"
"Z_TRBUDGET","Authorization Object for TR Budget"
"C_SPEC_BGR","Specification System: Authorization Object"
"C_STUE_BER","CS BOM Authorizations"
"C_STUE_MAS","CS BOMs - Mass changes"
"C_STUE_NOH","CS Authorization to process BOMs without a change number"
"C_STUE_WRK","CS BOM Plant (Plant Assignments)"
