Class,Name,Description
"LC","M_LIBI_KZS","Find key figures in Logistics Information Library"
"MM_W","M_LIFO_MLY","Authorization for LIFO Valuation"
"MM_E","M_LPET_BSA","Document Type in Scheduling Agreement Delivery Schedule"
"MM_E","M_LPET_EKG","Purchasing Group in Scheduling Agreement Delivery Schedule"
"MM_E","M_LPET_EKO","Purchasing Org. in Scheduling Agreement Delivery Schedule"
"MM_E","M_LPET_LGO","Plant/Storage Location in SA Delivery Schedule Line"
"MM_E","M_LPET_WRK","Plant in Scheduling Agreement Delivery Schedule"
"MM_G","M_MATE_BIC","Batch Information Cockpit"
"MM_G","M_MATE_BUK","Material Master: Company Codes"
"MM_G","M_MATE_BWT","Material master: Change of valuation type for batch"
"MM_G","M_MATE_CHC","Batch Class Conversion"
"MM_G","M_MATE_CHG","Material Master: Batches/Trading Units"
"MM_G","M_MATE_CHP","Batch Record"
"MM_G","M_MATE_DCP","Batch Distribution - Decouple Batch"
"EHS","M_MATE_DGM","DG Material Master: Master Data"
"MM_G","M_MATE_DGT","DG Material Master: Dangerous goods texts (obsolete)"
"MM_G","M_MATE_DPR","Material Master: MRP Profiles"
"MM_G","M_MATE_DRV","Batch Derivation: Overall Release/Monitor"
"MM_G","M_MATE_LGN","Material Master: Warehouse Numbers"
"MM_G","M_MATE_MAF","Material Master: Material Locks"
"MM_G","M_MATE_MAN","Material Master: Data at Client Level"
"MM_G","M_MATE_MAR","Material Master: Material Types"
"MM_G","M_MATE_MAT","Material Master: Materials"
"MM_G","M_MATE_MEX","Material Master: Export License Data per Country"
"MM_G","M_MATE_MVD","Maintenance Authorization Layouts: Overview Material Version"
"MM_G","M_MATE_MZP","Material Master: Customs Tariff Preference Data"
"MM_G","M_MATE_NEU","Material Master: Create"
"MM_G","M_MATE_OB","Original Batch"
"MM_G","M_MATE_PER","Material Master: Allow Posting to Prior Period/Close Periods"
"MM_G","M_MATE_PPR","Material Master: Forecast Profiles"
"MM_G","M_MATE_STA","Material Master: Maintenance Statuses"
"MM_G","M_MATE_VKO","Material Master: Sales Organization/Distribution Channel"
"MM_G","M_MATE_WGR","Material Master: Material Groups"
"MM_G","M_MATE_WRK","Material Master: Plants"
"MM_G","M_MATE_ZST","Material Master: Change Status of Batches"
"MM_B","M_MBNK_ALL","Material Docs: Number Range Maintenance"
"LC","M_MCYA_EWS","LIS: Early Warning System"
"MM_D","M_MIPA_ORG","Updating Backorders"
"MM_B","M_MPRIO","Requirement Prioritization"
"MM_B","M_MRES_BWA","Reservations: Movement Type"
"MM_B","M_MRES_WWA","Reservations: Plant"
"MM_B","M_MSEG_BMB","Material Documents: Movement Type"
"MM_B","M_MSEG_BWA","Goods Movements: Movement Type"
"MM_B","M_MSEG_BWE","Goods Receipt for Purchase Order: Movement Type"
"MM_B","M_MSEG_BWF","Goods Receipt for Production Order: Movement Type"
"MM_B","M_MSEG_LGO","Goods Movements: Storage Location"
"MM_B","M_MSEG_WMB","Material Documents: Plant"
"MM_B","M_MSEG_WWA","Goods Movements: Plant"
"MM_B","M_MSEG_WWE","Goods Receipt for Purchase Order: Plant"
"MM_B","M_MSEG_WWF","Goods Receipt for Production Order: Plant"
"MM_D","M_MTDI_ORG","Organizational Levels for Material Requirements Planning"
"MM_B","M_MWOF_ACT","Control for Split Calculation of Value (MBWO)"
"LC","M_NEUA_AUS","Statistical Setup of Info Structure: Application"
"MM_W","M_NIWE_BIL","Authorization for Lowest Value Determination"
"AAAB","M_OIW_META","OIW Metadata"
"MM_E","M_ORDR_EKO","Purchasing Organization in Source List"
"MM_E","M_ORDR_WRK","Plant in Source List"
"MM_E","M_PD_VEMAT","User is authorized to change vendor material via WWW"
"ISAD","M_PIC_EXCH","Authorization for material exchange"
"ISAD","M_PIC_RIC","Authorization for MPN Restricted Interchangeability"
"MM_D","M_PLAF_ORG","Organization Levels for Planned Order Processing"
"MM_E","M_POIVVEND","Read Invoices of a Vendor"
"LC","M_PP_CUST","PPIS: Performance Settings"
"AAAA","M_QUOT_EKO","Purchasing Organization (Quotas)"
"MM_E","M_QUOT_WRK","Plant (Quotas)"
"LC","M_QU_RE","Backup Table for Logistics Extraction Queue (MCEX*)"
"MM_E","M_RAHM_BSA","Document Type in Outline Agreement"
"MM_E","M_RAHM_EKG","Purchasing Group in Outline Agreement"
"MM_E","M_RAHM_EKO","Purchasing Organization in Outline Agreement"
"MM_E","M_RAHM_LGO","Plant/Storage Location in Outline Agreement"
"MM_E","M_RAHM_WRK","Plant in Outline Agreement"
"MM_R","M_RECH_AKZ","Invoices: Accept Invoice Verification Differences Manually"
"MM_R","M_RECH_BUK","Invoices: Company Code"
"MM_R","M_RECH_EKG","Invoice Release: Purchasing Group"
"MM_R","M_RECH_SPG","Invoices: Blocking Reasons"
"MM_R","M_RECH_WRK","Invoices: Plant"
"MM_P","M_RL_ACCP","Account Statement Matching"
"MM_P","M_RL_ACCT","Returnable Packaging Accounts"
"MM_P","M_RL_ACER","Account Postings with Errors"
"MM_P","M_RL_ACPO","Account Postings"
"MM_P","M_RL_ACST","Account Statement"
"MM_P","M_RL_EXTID","External Partner Names"
"MM_B","M_SKPF_VGA","Inventory Sampling: Transaction"
"MM_B","M_SKPF_WRK","Inventory Sampling: Plant"
"MM_G","M_SM_ADDR","Authorisation object for Supplier Address maintenance"
"MM_S","M_SRV_LS","Authorization for Maintenance of Service Master"
"MM_S","M_SRV_LV","Authorization for Maintenance of Model Serv. Specifications"
"MM_S","M_SRV_ST","Authorization for Maintenance of Standard Service Catalog"
"EXPD","M_ST_NOTE","Status Information for Progress Tracking Objects"
"TBLP","M_TBLP","Transfer Borrow/Loan/Payback Authorisation"
"MM_E","M_TEMPLATE","Create/Change/Delete Master Templates"
"LC","M_UNIT_MCU","LIS Units"
"IS","M_XLO_DEL","Assignment of Goods Issue to Delivery"
"IS_H","N_1CONN","ISHMED: Connectivity Authorization"
"IS_H","N_1CORDER","i.s.h.med: Authorization for Clinical Order"
"IS_H","N_1ESTATUS","ISHMED: Authorization Check for Setting Event Status"
"IS_H","N_1EVENTST","ISHMED: Authorization Check for Setting Event Status"
"IS_H","N_1MEEVENT","ISHMED: Event Authorization Check"
"IS_H","N_1MEORDER","ISHMED: Order Authorization Check"
"IS_H","N_1ORATE","ISHMED: Medication - Change Flow Rate"
"IS_H","N_1OSTATUS","ISHMED: Authorization Check for Setting Order Status"
"IS_H","N_1PLATH","ISHMED: Authorization for Day-Related Planning Authority"
"IS_H","N_1TEAM","ISHMED: Authorization for Team Processing for Released Appts"
"IS_H","N_1THS","ISHMED: Prescription Authorization Check"
"IS_H","N_2AGENT","ISHMED: Authorization for Agents"
"IS_H","N_2BI","i.s.h.med: Base Item"
"IS_H","N_2BIT","i.s.h.med: Base Item Type"
"IS_H","N_2DIKTAT","ISHMED Authoriz. Object for Dictation and Speech Recognition"
"IS_H","N_2DWS_D","ISHMED DWS: Edit Templates"
"IS_H","N_2DWS_SP","ISHMED DWS: Administration"
"IS_H","N_2DWS_W","ISHMED DWS: Assign Situation Templates, Situations"
"IS_H","N_2DWS_WT","ISHMED DWS: Edit Tasks of Situation"
"IS_H","N_2F4TREE","ISHMED: Authorization for Dynamic Tree F4 Help"
"IS_H","N_2FARZTNW","ISHMED: Authoriz. to Call Med.Specialist Experience Record"
"IS_H","N_2FILLIST","ISHMED: Authorization for Drug Worklists"
"IS_H","N_2FORMA","ISHMED: Authorization for Formulary"
"IS_H","N_2GL","ISHMED: Authorization for Treatment Pathways"
"IS_H","N_2GL_BI","ISHMED: Authorization for Treatment Pathway - Base Items"
"IS_H","N_2GL_LAY","i.s.h.med: pathways - Authorization for Layout Processing"
"IS_H","N_2GL_M","ISHMED: Authorization for Treatment Pathway Monitor"
"IS_H","N_2GL_S","ISHMED: Authorization for Treatment Pathways  (Special)"
"IS_H","N_2INFO","ISHMED: Edit Info Item"
"AAAA","N_2KDOK_OE","obsolete (ISHMED)"
"IS_H","N_2MEDOK","ISHMED: Authorization for Medical Documents"
"IS_H","N_2MEFLS","ISHMED: Authoriz. for Scrap Quantity Posting for Care Unit"
"IS_H","N_2METMPL","ISHMED: Medication: Authoriz. for Maintenance of Templates"
"IS_H","N_2P01_DEF","ISHMED: Authorization for Defining Aspects"
"AAAA","N_2PMDADM","obsolete (ISHMED)"
"IS_H","N_2PMDTS","ISHMED: Document Category for Multiple Transport Systems"
"IS_H","N_2PRDIA_O","IS-H*MED: Patient regsiter - diagnosis and display auth."
"IS_H","N_2PRMEDOK","IS-H*MED: patient register. document and display authoriztn"
"IS_H","N_2PRREQ_O",
"IS_H","N_2PRRSF_M","IS-H*MED: patient register. risk factor and display auth"
"IS_H","N_2TBS","ISHMED: Authorization for Text Modules"
"IS_H","N_2TM","ISHMED: Authorization for Patient Pathways"
"IS_H","N_2TM_S","ISHMED: Authorizations for Steps in Patient Pathway"
"IS_H","N_2UX","ISHMED: Application Server Utility"
"IS_H","N_2ZTPKT","ISHMED: Authorization Object for Surgery Times"
"IS_H","N_AMB_BUEB","IS-H: Authorization for Visit Overview in Outpat.Clinic Mgmt"
"IS_H","N_AMB_DSP","IS-H: Authorization Visit Scheduling"
"IS_H","N_ANUEB_EB","ISHMED: Authorization for Initial Screen Req. Overview"
"IS_H","N_APPLAN","ISHMED: Authorization for Releasing Plan"
"IS_H","N_ARBLI_E1","ISHMED: Authorization for Initial Screen Worklist"
"IS_H","N_ARBLI_EB","ISHMED: Authorization for Initial Screen Worklist (Old)"
"IS_H","N_AT_FARTW",
"IS_H","N_AT_INTSV",
"IS_H","N_AT_SCORE",
"IS_H","N_BORR_HIS","IS-H: Medical Records: Edit Borrowing History"
"IS_H","N_CARE_FCT","IS-H: Care Unit Management Functions"
"IS_H","N_CASE_REV","IS-H: Authorization for Case Revision"
"IS_H","N_COMM_SET","IS-H: Message Structures"
"IS_H","N_DRUG_ORD","ISHMED: Medication - Master Data Authorization"
"IS_H","N_EINR_REP","IS-H: Authorization for Institutions and Reports"
"IS_H","N_EINR_TAB","IS-H: Authorization for Institutions Within Tables"
"IS_H","N_EINR_TCO","IS-H: Authorization for Institutions and Functions"
"IS_H","N_FALL_ARC","IS-H: Authorization for Case Archiving"
"IS_H","N_FALL_DIS","IS-H: Authorization to Display all Org. Units for Case"
"IS_H","N_FALL_FNR","IS-H: Authorization for Case Types and Case Numbers"
"IS_H","N_FALL_SRC","IS-H: OU Authorization to Display all Movements for Case"
"IS_H","N_FORM_PRI","IS-H: Authorization to Print Forms"
"IS_H","N_GPAR_ALL","IS-H: Authorization for General Business Partner"
"IS_H","N_GPAR_ARB","IS-H: Employer Authorization"
"IS_H","N_GPAR_ARZ","IS-H: Physician Authorization"
"IS_H","N_GPAR_DEB","IS-H: Customer Authorization"
"IS_H","N_GPAR_KRH","IS-H: Hospital Authorization"
"IS_H","N_GPAR_KTR","IS-H: Insurance Provider Authorization"
"IS_H","N_GPAR_MIT","IS-H: Employee Authorization"
"IS_H","N_HON_ACOD","IS-H CH, AT: Change/Release Fee Division Codes"
"IS_H","N_HON_FRG","IS-H: Authorization to Release Fee-Based Services"
"IS_H","N_INVOICE","IS-H: Authorization Object Billing"
"IS_H","N_LANF_FCT","ISHMED: Authorization for Service Request"
"IS_H","N_LANF_LEI","ISHMED: Request - Authorization Check at Service Level"
"IS_H","N_LERF_FCT","ISHMED: Auth. Object for Activities with Services"
"IS_H","N_NBAU_AKT","IS-H: Authorzation for Building Unit Master Data"
"IS_H","N_NBEW_AKT","IS-H: Movement Authorization"
"IS_H","N_NDIA_ALL","IS-H: Authorize Participating OUs to Maintain Diagnoses"
"IS_H","N_NDIA_ORG","IS-H: Authorization for Diagnoses of an Org. Unit"
"IS_H","N_NDIA_UEB","IS-H: Authorization for Enhanced Diagnosis Overview"
"IS_H","N_NDRG","IS-H: Authorizations for DRGs (Table NDRG)"
"IS_H","N_NFKL_PPR","IS-H: Authorization for OU-rel. Entry of Nursing Acuities"
"IS_H","N_NFSR_AKT","IS-H: Authorization Collective Invoice (AT)"
"IS_H","N_NICP_FAL","IS-H: Process Procedures by Case"
"IS_H","N_NLEI_ANF","IS-H: Service Entry for Requesting Organizational Units"
"IS_H","N_NLEI_ANP","IS-H: Service Entry for Requesting Nursing OUs"
"IS_H","N_NLEI_ERB","IS-H: Service Entry for Performing Organizational Units"
"IS_H","N_NLEI_FAL","IS-H: Process Services per Case"
"IS_H","N_NLEI_FBZ","IS-H: Quick Service Entry - Case-Related"
"IS_H","N_NLEI_OBZ","IS-H: Quick Service Entry - OU-Related"
"IS_H","N_NL_DBC",
"IS_H","N_NL_DBC_A",
"IS_H","N_NL_DBC_D",
"IS_H","N_NL_DBC_V",
"IS_H","N_NL_TCERT","IS-H NL: Display or edit treatment certificates"
"IS_H","N_NMAT_OE","IS-H: Authorization for Matl Requisition/Matl Consumption"
"IS_H","N_NORG_AKT","IS-H: Authorization for Org. Unit Master Data"
"IS_H","N_NORG_SPE","IS-H: Authorization for Specially Protected OUs"
"IS_H","N_OP_BEG","ISHMED: Authorization for Starting Surgery"
"IS_H","N_OP_MON","ISHMED: Authorization for Calling the Surgery Monitor"
"IS_H","N_OP_NEBEN","ISHMED: Authorization for Creating the Secondary Surgery"
"IS_H","N_OP_PLAN","ISHMED: Authorization for Surgery Planning"
"IS_H","N_OP_PRG","ISHMED: Authorization for the OR Schedule"
"IS_H","N_PAPI_AKT","IS-H: Authorization for Provisional Patient Master Data"
"IS_H","N_PATHI_EB","ISHMED: Authorization for Initial Screen of Patient History"
"IS_H","N_PATHI_FB","ISHMED: Patient History - Auth. for Treatment Dept. of Pat."
"IS_H","N_PATI_AKT","IS-H: Authorization for Patient Processing"
"IS_H","N_PATI_SRC","IS-H: Authorization for Patient Index Search"
"IS_H","N_PFLAR_EB","ISHMED: Authorization for Initial Screen of Nurs. Worklist"
"IS_H","N_PLST_EIN","IS-H: Institution Authorization for Patient Lists"
"IS_H","N_PLS_FCT","ISHMED: Authorizations in Patient Routing System"
"IS_H","N_PTS_ORD","ISHMED: Patient Transport Service - Transport Orders Auth."
"IS_H","N_PTS_STAT","ISHMED: Pat. Transport Service - Transp. Order Status Auth"
"IS_H","N_REDOMA","IS-H: Authorization Object Renewable Document Management"
"IS_H","N_RFC_0001","IS-H: ISH_RFC_GET_PATIENT: Patient Data to External System"
"IS_H","N_RFC_BAPI","IS-H: RFC Authorization for API Function Modules"
"IS_H","N_RSF_MAIN","IS-H: Authorization for Risk Information"
"IS_H","N_VITPAR","ISHMED: Vital Signs Authorization"
"IS_H","N_VKGLI_EB","ISHMED: Authorization for Initial Screen of Prereg. List"
"IS_H","N_VKG_FCT","ISHMED: Authorizations for Preregistration"
"IS_H","N_VMA_ISHM","ISHMED: Authorization for Entering Employee Responsible"
"IS_H","N_VM_DEF","IS-H / i.s.h.med: Maintain Work Environments/Views/Variants"
"IS_H","N_WARLI_EB","ISHMED: Authorization for Initial Screen of Waiting List"
"IS_H","N_WIBLI_EB","ISHMED: Authorization f. Init.Scrn of Follow-Up Visit List"
"IS_H","N_WPLACE","IS-H: Authorization for IS-H/i.s.h. med Work Station"
"IS_O","OIUX3_STEP","Tax 2.0 - Report Step Execution Authorization"
"IS_O","OIUX4_WRK","Taxes Payable workplace Auth."
"IS_O","O_OI0_SPEC","IS-Oil Downstream       : Special Funct., Cross-Application"
"IS_O","O_OI0_TCD","IS-Oil Downstream       : Authorizations for Transact. Code"
"IS_O","O_OIA_EXG","IS-Oil Downstream       : EXG Exchange Header"
"IS_O","O_OIA_LIA","IS-Oil Downstream       : EXG Logical Inventory Adjustments"
"IS_O","O_OIA_NDOC","IS-Oil Downstream       : EXG Netting Document Maintenance"
"IS_O","O_OIA_NSEL","IS-Oil Downstream       : EXG Netting Selection Criteria"
"IS_O","O_OIC_BIL","IS-Oil Downstream       : MAP formula maint. billing docs"
"IS_O","O_OIC_IAP","IS-Oil Downstream       :   SDP Release invoice to FI."
"IS_O","O_OIC_INF","IS-Oil Downstream       : MAP formula maint. info records"
"IS_O","O_OIC_MMP","IS-Oil Downstream       : MAP formula maint. purch. docs."
"IS_O","O_OIC_SDP","IS-Oil Downstream       : MAP formula maint. sales docs"
"IS_O","O_OIF_PBL","IS-Oil Downstream       : MRN Business Location"
"IS_O","O_OIG_SHP","IS-Oil Downstream       : TD Shipment"
"IS_O","O_OIG_SPT","IS-Oil Downstream       : TD Shipment, Shipping Point"
"IS_O","O_OIJ_3WP","IS-Oil Downstream       :  TSW 3WP Data Access"
"IS_O","O_OIJ_LB","IS-Oil Downstream : Location Balancing Authorization object."
"IS_O","O_OIJ_LOCN","OIL-TSW                 : TSW location"
"IS_O","O_OIJ_NMST","IS-Oil Downstream       : TSW Nomination Status"
"IS_O","O_OIJ_NOMA","IS-Oil Downstream       : TSW Nomination Data Access"
"IS_O","O_OIJ_NOMI","OIL-TSW                 : TSW Nomination"
"IS_O","O_OIJ_PROL","OIL-TSW                 : TSW Partner Roles"
"IS_O","O_OIJ_SHCA","IS-OIL  TSW: Change Shipment Document Authorization"
"IS_O","O_OIJ_SPTP","OIL-TSW : Authorization based on Stock Projection type"
"IS_O","O_OIJ_TKT","IS-Oil Downstream       : TSW Ticket Data Access"
"IS_O","O_OIJ_TSYS","OIL-TSW                 : TSW Transport system"
"IS_O","O_OIO_CTR","IS-Oil OLM Container master"
"IS_O","O_OIO_MX","IS-Oil OLM Material tracking extract"
"IS_O","O_OIO_RTN","IS-Oil OLM returns document"
"IS_O","O_OIO_VGE","IS-Oil OLM Voyage master"
"IS_O","O_OIRA_PRC","IS-Oil Downstream       : SSR Location Process Execution"
"IS_O","O_OIRA_REP","IS-Oil Downstream       : SSR Reporting Authorization"
"IS_O","O_OIRB_ARE","IS-OIL Downstream       : SSR Area"
"IS_O","O_OIRB_PBL","IS-Oil Downstream       : SSR Business Location (RNBT level)"
"IS_O","O_OIRB_REG","IS-OIL Downstream       : SSR Region"
"IS_O","O_OIRB_SAR","IS-OIL Downstream       : SSR Subarea"
"IS_O","O_OIRE_DTF","IS-Oil Downstream       : SSR DTF handling"
"IS_O","O_OIRE_REC","IS-Oil downstream        : SSR PC Reconciliation"
"IS_O","O_OIR_PBLD","IS-Oil Downstream       : SSR Bus. Loc. (DS on bus.type lvl)"
"IS_O","O_OIR_PBLG","IS-Oil Downstream       : SSR Bus. Loc. (DS on general lev.)"
"IS_O","O_OIUBL01A","Balancing Master Data/Report Execution Authorization Object"
"IS_O","O_OIUCM_01","PRA Generic Table Maintenance Authorization Object"
"IS_O","O_OIUGT_GV","IS-Oil PRA:  Upstream Graphics Graphical View Maintenance"
"IS_O","O_OIUH_JIL","Report Authorization"
"IS_O","O_OIUH_REP","Authorization for Reg., Tax and Royalty Reporting (old)"
"IS_O","O_OIUH_TXN","IS-OIL PRA:  Transaction Control - Activity"
"IS_O","O_OIUOW_DO","Authorization object for Ownership Division of Interest"
"IS_O","O_OIUOW_JV","Authorization object for Ownership Joint Venture"
"IS_O","O_OIUP_JOB","PDM: Job Schedule for data move"
"IS_O","O_OIUREP_C","IS-Oil PRA:  MMS-2014 Transaction Command Authorization Obj"
"IS_O","O_OIUREP_T","IS-Oil PRA:  MMS-2014 Transaction Tab Authorization Object"
"IS_O","O_OIURR","Production Regulatory Reporting"
"IS_O","O_OIURYRPT","Authorization For Royalty Reporting"
"IS_O","O_OIUTAXOK","Authorization object for Oklahoma history loader program"
"IS_O","O_OIUTXRPT","Authorization for tax reporting"
"IS_O","O_OIU_CTAB","IS OIL PRA:  Common table maintenance"
"IS_O","O_OIU_DNVD","IS-OIL PRA       : Delivery Network Dated Auth for Subsystem"
"IS_O","O_OIU_NSUB","IS-OIL PRA         : Batch Submittal of Network for VA/CA"
"IS_O","O_OIU_OACT","IS OIL PRA: Owner Request Actions"
"IS_O","O_OIU_ROY","IS OIL PRA: Authorization for Royalty reporting"
"IS_O","O_OIU_TXN","IS-OIL PRA  :Transaction Control - Transaction and Mode"
"IS_O","O_OIU_WMTR","IS-OIL PRA        : WC / MP to Transporter Cross-reference"
"BC_C","PAW_LOCID","PAW - Location"
"BC_C","PAW_PRINT","PAW - Authorization object to print Certificates"
"HR","PLOG","Personnel Planning"
"HR","PLOG_CON","Personnel Planning with Context"
"EAC","PM_PPR_ITM","Profit. Management: Line Item Entry"
"PM","PM_SIGN_AU","Authorization to reset Digital Signatures in PM Order"
"BC_A","PPF_ADMIN","Authorization for Parallel Processing"
"AAAB","PS_RMPSDIS","RMPS: Description in Circular"
"AAAB","PS_RMPSGEN","RMPS: General Activities"
"AAAB","PS_RMPSOEH","RMPS: Access Record, Case, Document Special Org. Units"
"AAAB","PS_RMPSORG","RMPS: Access Record, Case, Document Org. Assignment of User"
"AAAB","PS_RMPSPGE","RMPS TNA: Enhanced Check on Activities"
"AAAB","PS_RMPSPSP","RMPS TNA: Status-Dependent Attribute Check"
"HR","P_ABAP","HR: Reporting"
"HR","P_APPL","HR: Applicants"
"HR","P_ASRCONT","Authorization for Process Content"
"HR","P_AT_BW",
"HR","P_B2A","HR-B2A: B2A Manager"
"HR","P_BEN","HR: Benefit Area"
"AAAA","P_CA","Academic Calendar (Obsolete - Do Not Use)"
"HR","P_CATSXT","HR: Time Sheet for Service Providers Type/ Level Check"
"HR","P_CERTIF","HR: Statements"
"HR","P_CH_PK","HR-CH: Pension Fund: Account Access"
"CM","P_CM_AUDCT","Campus Management: Requirement Catalogs"
"CM","P_CM_AUDIT","Audits"
"CM","P_CM_AUDPR","Requirement Profile"
"CM","P_CM_CORR","Correspondence"
"CM","P_CM_FCDOC","Student Accounting Document"
"CM","P_CM_PROC","Activity"
"CM","P_CM_UCAS","Authorization Object Campus Management UCAS"
"CM","P_CM_UCASR","Authorization Object Campus Management UCAS for Reports"
"AAAB","P_CORR","Correspondence"
"HR","P_DBAU_SKV","HR: DBAU: Construction pay in Germany - social funds proced."
"HR","P_DEL_PERN","Deletion of Personnel Numbers in Live Systems"
"HR","P_DE_BW","HR-DE: Statements SAPScript"
"HR","P_DK_PBS","HR-DK: Authorization Check for Access to PBS Company"
"HR","P_DRL_COST","Authorisation for drilldown reporting"
"BC_A","P_EFI","Authorisation object efiling"
"HR","P_ENCTYPE","HR: PBC - Financing"
"HR","P_ENGINE","HR: PBC - Authorization for Automatic Commitment Creation"
"HR","P_ES_PA_OK","Check auth.codes for function codes allowed fr Spain PA data"
"HR","P_EXMGRP","HR: PBC - Exceptions for Financing Rules"
"HR","P_FINADM","HR: PBC - Changes in the Financing Past"
"AAAA","P_GB_UCAS","Authorization Object UCAS (obsolet, do not use)"
"HR","P_HAP_DOC","Appraisal Systems: Appraisal"
"HR","P_HRF_INFO","HR: Authorization Check Infodata Maintenance for HR Forms"
"HR","P_HRF_META","HR: Authorization Check Metadata Maintenance for HR Forms"
"HR","P_LSO_FOUP","Authorization Object for Participation Follow-Up"
"HR","P_LSO_TU","Authorization for LSO Content Management"
"HR","P_NL_AEDM","HR: Authorization object for Day-one-announcement"
"HR","P_NL_LA06","HR: Authorization Object for Wage Return 2006"
"HR","P_NL_PKAB",
"HR","P_NL_PKEV",
"HR","P_NL_PKFKT",
"HR","P_NL_PKFXV",
"HR","P_NL_PKTB",
"HR","P_OCWBENCH","HR: Activities in the Off-Cycle Workbench"
"HR","P_ORGIN","HR: Master Data"
"HR","P_ORGINCON","HR: Master Data with Context"
"HR","P_ORGXX","HR: Master Data - Extended Check"
"HR","P_ORGXXCON","HR: Master Data - Extended Check with Context"
"HR","P_PBSFRDBT",
"HR","P_PBSFRDST",
"HR","P_PBSFRDVL",
"HR","P_PBSPWE","Process Workbench Engine (PWE) authorization"
"HR","P_PCLX","HR: Clusters"
"HR","P_PCR","HR: Payroll Control Record"
"HR","P_PE01","HR: Authorization for Personnel Calculation Schemas"
"HR","P_PE02","HR: Authorization for Personnel Calculation Rule"
"HR","P_PEPSVAR","Shift Planning: User-Independent Sort Variants"
"HR","P_PERNR","HR: Master Data - Personnel Number Check"
"AAAB","P_PRWBENCH","Print Workbench"
"HR","P_PYEVDOC","HR: Posting Document"
"HR","P_PYEVRUN","HR: Posting Run"
"HR","P_RCF_ACT","Activities in E-Recruiting"
"HR","P_RCF_APPL","Applications in E-Recruiting"
"HR","P_RCF_POOL","Direct Access to Talent Pool"
"HR","P_RCF_STAT","Object Status in E-Recruiting"
"HR","P_RCF_VIEW","Data Overview in E-Recruiting"
"HR","P_RCF_WL","Access to Worklists"
"HR","P_RU_0294C","HR-RU: Authority to check records of infotype 0294"
"HR","P_RU_PKMN","HR-RU: Authority to check HR_RU_PF DMS - Package Manager"
"HR","P_TCODE","HR: Transaction codes"
"HR","P_TNMSNAPH","Training need management: authorization object for snapshot"
"FI","P_TRAVL","Travel Expenses"
"HR","P_USTR","HR: US Tax Reporter"
"QA","Q_CAT_GRP","Catalog Maintenance of Group Codes and Codes"
"QA","Q_CAT_SSET","Catalog Maintenance of Selected Sets"
"QA","Q_CERT_PRF","Maintenance of Certificate Profiles"
"QA","Q_CHAR_PRC","Recording Authorization for Insp. Results in an Operation"
"QA","Q_CP","Control Plan Maintenance"
"QA","Q_FMEA","Authorizations Within FMEA Processing"
"QA","Q_GP_CODE","Use of Group Codes"
"QA","Q_INSPTYPE","Inspection Type for the Insp. Lot"
"QA","Q_INSP_FIN","Inspection Completion with Open Char./Insp.Pts Req. Conf."
"QA","Q_MASTERD","Authorization for Master Data"
"QA","Q_MATERIAL","Material Authorization"
"QA","Q_OC_CODE","Use of UD Codes for Completion at Operation Level"
"QA","Q_PLN_FEAT","Maintaining Task List Characs. for a Task List Type"
"QA","Q_QMEL","Quality Notification Types"
"QA","Q_ROUT","Maintain Inspection Plan"
"QA","Q_SPC","Change to Control Charts"
"QA","Q_STA_QMTB","Maintain Inspection Methods Depending on Status"
"QA","Q_STA_QPMK","Maintain Master Inspection Characs. Depending on Status"
"QA","Q_STCK_CHG","Change Stock Posting Fields in UD Transactions"
"QA","Q_TCODE","QM Transaction Authorization"
"QA","Q_UD_CODE","Using Usage Decision Codes"
"QA","Q_VORG_MEL","Business Process Quality Notifications"
"RBD","RBD_CUST","RBD: Customizing"
"RBD","RBD_EDIT","RBD: Dialog & Batch"
"RBD","RBD_REPO","RBD: Reporting"
"ECM","RLMFW_ORD","Release Management"
"RS","RSANPR","Authorization for Analysis Process"
"RSAN","RSCRMBUPA","Authorization to Create Business Partners in CRM"
"RSAN","RSCRMEXTR","Authorization to Create Table and File Extracts"
"RSAN","RSCRM_TG","Authorization to Create Target Groups"
"RSAN","RSDMEENGIN","Authorisation for Datamining Engine"
"RSAN","RSDMEMBW","Authorisation Object for Upload of Mining Results to BW"
"RSAN","RSDMEMODEL","Authorisation for mining models"
"RS","R_AREA","Planning - Planning Area"
"SEM","R_BSC_EBB","SEM-CPM: Briefing Book Designer"
"RS","R_BUNDLE","Planning - Global Planning Sequence"
"SEM","R_COCKPIT","Authorization Object SEM: Cockpit"
"SEM","R_COCO","Concurrent Costing - Obsolete"
"FINB","R_CONFIG","Authorization: Financials Configuration"
"SEM","R_CONTACT","SEM-SRM: Contacts"
"SEM","R_COSTING","OBSOLETE Costing Solutions"
"SEM","R_COSTPLAT","Authorization for Costing Platform"
"SEM","R_CPM_BSC","Authorization Object SEM: BSC Elements"
"SEM","R_CRUN","Costing Run"
"RS","R_CT_SET","Planning - Currency Translation Settings"
"SEM","R_DOCUMENT","SEM-SRM: Documents"
"FINB","R_FINB_TYP","Authorization for Accounting Types"
"MB","R_HIER","Measure Catalog: Hierarchy (Obsolete)"
"MB","R_HIERNODE","Measure Catalog: Hierarchy Nodes"
"MB","R_MEAS","Measures"
"RS","R_METHOD","Planning - Planning Function"
"RS","R_PACKAGE","Planning - Planning Package"
"RS","R_PARAM","Planning - Parameter Group"
"RS","R_PLEVEL","Planning - Planning Level"
